Nombre;CategorÃ­a;Definicion;Caracteristicas
AMARRE PLASTICO N 15 NEGRO 2.5 DOC;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 15 NEGRO 2.5 PAQ X 100;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 20 BLANCO 3.6 DOC;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 20 BLANCO 3.6 PAQ X 100;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 20 BLANCO 3.6 U;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 20 NEGRO 3.6 DOC;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 20 NEGRO 3.6 PAQ X 100;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 20 NEGRO 3.8 U;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 25 BLANCO 3.6 DOC;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 25 BLANCO 3.6 PAQ X 100;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 25 NEGRO 3.6 DOC;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 25 NEGRO 3.6 PAQ X 100;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 25 NEGRO 3.6 U;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 30 BLANCO 3.6 DOC;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 30 BLANCO 3.6 PAQ X 100;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 30 BLANCO 3.6 U;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 30 NEGRO 3.6 DOC;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 30 NEGRO 3.6 PAQ X 100;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 30 NEGRO 3.6 U;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 40 BLANCO 4.8 DOC;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 40 BLANCO 4.8 PAQ X 100;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 40 BLANCO 4.8 U;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 40 NEGRO 4.8 DOC;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 40 NEGRO 4.8 PAQ X 100;HERRAJES Y SOPORTES;;
AMARRE PLASTICO N 40 NEGRO 4.8 U;HERRAJES Y SOPORTES;;
AMARRE PLASTICO NEGRO 4.8 X 25cm FORTE UN;HERRAJES Y SOPORTES;;
AMARRE REUTILIZABLE 4.6 X20cm forte UN;HERRAJES Y SOPORTES;;
ANGEO PLASTICO 90 CM BLANCO O VERDE 1MT;CONSTRUCCION;;
ANGEO PLASTICO 90 CM BLANCO O VERDE 30M;CONSTRUCCION;;
ANGULO DE ALUMINIO 3/4 1M;PERFILES Y WINES;;
ANGULO DE ALUMINIO 3/4 TIRA X 6MT;PERFILES Y WINES;;
ANGULO PARA TECHOS PVC 3MT;PERFILES Y WINES;;
ANTENA CON BASE PARA TV UDUKE;ELECTRICOS;;
ANTENA CONEJO PARA TV TERMINAL COAXIAL;ELECTRICOS;;
ANTENA TDT PARA TV 3MT;ELECTRICOS;;
ANTENA TDT PARA TV 5MT;ELECTRICOS;;
ANTICORROSIVO BLANCO 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO BLANCO 1/2 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO BLANCO 1/32 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO BLANCO 1/4 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO BLANCO 1/8 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO GRIS 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO GRIS 1/2 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO GRIS 1/32 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO GRIS 1/4 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO GRIS 1/8 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO NEGRO MATE 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO NEGRO MATE 1/2 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO NEGRO MATE 1/32 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO NEGRO MATE 1/4 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO NEGRO MATE 1/8 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO ROJO 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO ROJO 1/2 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO ROJO 1/32 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO ROJO 1/4 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO ROJO 1/8 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO VERDE 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO VERDE 1/2 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO VERDE 1/32 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO VERDE 1/4 G SUPER;PINTURAS Y DISOLVENTES;;
ANTICORROSIVO VERDE 1/8 G SUPER;PINTURAS Y DISOLVENTES;;
"ARANDELA 1/8"" UN";TORNILLERIA;;
"ARANDELA 5/16"" UN";TORNILLERIA;;
"ARANDELA 5/32"" UN";TORNILLERIA;;
"ARANDELA A 1"" UN";TORNILLERIA;;
"ARANDELA A 3/4"" UN";TORNILLERIA;;
"ARANDELA A 5/8"" UN";TORNILLERIA;;
"ARANDELA A 7/8"" UN";TORNILLERIA;;
"ARANDELA A 9/16"" UN";TORNILLERIA;;
ARBOL VALVULA DE ENTRADA AZUL Y BLANCO BOCHERINI;GRIFERIA;;
ARBOL VALVULA DE ENTRADA 5/16 PLAST GRIFOS;GRIFERIA;;
ARENA DE PEÃ¯Â¿Â½A 1 LONA;CONSTRUCCION;;
ARENA DE PEÃ¯Â¿Â½A 1 MT 24 LONAS;CONSTRUCCION;;
ARENA DE PEÃ¯Â¿Â½A 1 PALADA;CONSTRUCCION;;
ARENA DE PEÃ¯Â¿Â½A 1/2 MT 12 LONAS;CONSTRUCCION;;
ARENA DE POZO 1 LONA;CONSTRUCCION;;
ARENA DE POZO 1 MT;CONSTRUCCION;;
ARENA DE POZO 1/2 MT 12 LONAS;CONSTRUCCION;;
ARENA DE RIO 1 LONA;CONSTRUCCION;;
ASIENTO SANITARIO BASIC BLANCO/BEIGE CORONA;GRIFERIA;;
ATATODO COLORES OVILLO PEQUEÃ¯Â¿Â½O;SOGAS Y CADENAS;;
ATOMIZADOR 1 LITRO KLINTEK;ASEO;;
ATOMIZADOR 1/2 LITRO RECICLADO;ASEO;;
AZADON 2LBS H-304 FORTE;HERRAMIENTA MANUAL;;
BANDEJA TERMOFORMADA PEQUEÃ¯Â¿Â½A GOYA;PINTURAS Y DISOLVENTES;;
BARBUQUEJO 3 APOYOS;DOTACION INDUSTRIAL;;
BARBUQUEJO 4 APOYOS;DOTACION INDUSTRIAL;;
BARNIZ BRILLANTE MADETEC 1 GALON PINTUCO;PINTURAS Y DISOLVENTES;;
BARNIZ BRILLANTE MADETEC 1/2 G PINTUCO;PINTURAS Y DISOLVENTES;;
BARNIZ BRILLANTE MADETEC 1/32 G PINTUCO;PINTURAS Y DISOLVENTES;;
BARNIZ BRILLANTE MADETEC 1/4 G PINTUCO;PINTURAS Y DISOLVENTES;;
BARNIZ BRILLANTE MADETEC 1/8 G PINTUCO;PINTURAS Y DISOLVENTES;;
BARNIZ EXPERTO TRANSPARENTE 1 GALON SUPER;PINTURAS Y DISOLVENTES;;
BARNIZ EXPERTO TRANSPARENTE 1/2 G SUPER;PINTURAS Y DISOLVENTES;;
BARNIZ EXPERTO TRANSPARENTE 1/32 G SUPER;PINTURAS Y DISOLVENTES;;
BARNIZ EXPERTO TRANSPARENTE 1/4 G SUPER;PINTURAS Y DISOLVENTES;;
BARNIZ EXPERTO TRANSPARENTE 1/8 G SUPER;PINTURAS Y DISOLVENTES;;
BARRA AGRICOLA 1-1/8 1200mm x 102mm TRUPER;HERRAMIENTA MANUAL;"""Marca Truper, Modelo 19988, Largo total 150 cm, Diámetro 1 """", Peso 8 kg, Forma Recta, Materiales Acero """;• Fabricada en acero medio carbono• Uso en construcción y agrícola.
BARREDOR DE PUERTA 92 CM;HOGAR Y COCINA;;
BARRILITO PARA MANGUERA DE GAS BRONCE;PARTES Y REPUESTOS;;
BASE PARA LICUADORA CON CUCHILLAS SAMURAI;HOGAR Y COCINA;;
BASE PARA LICUADORA OSTER;HOGAR Y COCINA;;
BASE PARA LICUADORA SAMURAI;HOGAR Y COCINA;;
BENJAMIN BEIGE MERCURY;ELECTRICOS;;
BENJAMIN NEGRO MERCURY;ELECTRICOS;;
BETUN BOWY NEGRO 32 GR;LUBRICANTES;;
BETUN BOWY NEGRO 325 GR;LUBRICANTES;;
BETUN BOWY NEGRO 55 GR;LUBRICANTES;;
BETUN BOWY PROFESIONAL NEGRO 230GR;LUBRICANTES;;
BETUN BOWY PROFESIONAL NEGRO KILO;PINTURAS Y DISOLVENTES;;
BICARBONATO BOLSITA;ASEO;;
"BISAGRA COMUN LATON 1"" INDUMA UNIDAD";HERRAJES Y SOPORTES;;
BISAGRA COMUN LATON 11/2  INDUMA UNIDAD;HERRAJES Y SOPORTES;;
"BISAGRA COMUN LATON 2"" INDUMA UNIDAD";HERRAJES Y SOPORTES;;
"BISAGRA COMUN LATON 21/2""  INDUMA UNIDAD";HERRAJES Y SOPORTES;;
"BISAGRA COMUN LATON 21/2"" X 21/2"" INDUMA UNIDAD";HERRAJES Y SOPORTES;;
"BISAGRA COMUN LATON 3/4"" INDUMA UNIDAD";HERRAJES Y SOPORTES;;
"BISAGRA COMUN LATON 31/2"" INDUMA UNIDAD";HERRAJES Y SOPORTES;;
"BISAGRA COMUN LATON 4""  INDUMA UNIDAD";HERRAJES Y SOPORTES;;
"BISAGRA NUDO 3X3"" INDUMA UNIDAD";HERRAJES Y SOPORTES;;
"BISAGRA OMEGA 2"" GATO UNIDAD";HERRAJES Y SOPORTES;;
"BISAGRA OMEGA 21/2"" GATO UNIDAD";HERRAJES Y SOPORTES;;
"BISAGRA OMEGA 3"" GATO UNIDAD";HERRAJES Y SOPORTES;;
BISAGRA PARCHE PAR;HERRAJES Y SOPORTES;;
BISAGRA PLANA VENTANA UNIDAD;HERRAJES Y SOPORTES;;
"BISAGRA REDONDA 1/2"" UNIDAD";HERRAJES Y SOPORTES;;
"BISAGRA REDONDA 3/4"" CORTA UNIDAD";HERRAJES Y SOPORTES;;
"BISAGRA REDONDA 3/4"" LARGA UNIDAD";HERRAJES Y SOPORTES;;
"BISAGRA REDONDA 3/8"" UNIDAD";HERRAJES Y SOPORTES;;
"BISAGRA REDONDA 5/8"" CORTA UNIDAD";HERRAJES Y SOPORTES;;
"BISAGRA REDONDA 5/8"" LARGA UNIDAD";HERRAJES Y SOPORTES;;
BISAGRA REDONDA ALA N3 MEDIANA UNIDAD;HERRAJES Y SOPORTES;;
BISAGRA SEMI PARCHE PAR;HERRAJES Y SOPORTES;;
"BISTURI 5"" BLISTER PRETUL";HERRAMIENTA MANUAL;;
"BISTURI 6"" CON GRIP TRUPER";HERRAMIENTA MANUAL;Marca Truper, Modelo CUT-6XX, Tipo de cutter METALICO REFORZADO, Formato de venta Unidad, Color Naranja, Materiales del mango Plástico ABS, Con traba de seguridad Sí, Ancho de la hoja 18 mm, Incluye hojas de repuesto Sí, Cantidad de hojas de repuesto 5, Usos recomendados Reforzado de plástico, Capacidad de almacenamiento de hojas 1 ;CÓDIGO: 16976CLAVE: CUT-6XXFicha técnicaCutter 18 mm trabajo pesado c/alma metálica y grip, ExpertCuchilla de acero SK2, 3x más durableCuerpo metálico y grip antiderrapanteSeguro y cambio automático de cuchilla.
BISTURI METALICO GRANDE;HERRAMIENTA MANUAL;;
BISTURI PLASTICO ECO GRANDE;HERRAMIENTA MANUAL;;
"BISTURI TIPO LAPIZ PROFESIONAL 6""";HERRAMIENTA MANUAL;;
BLOQUE N 5 BLANCO 12X30CM;CONSTRUCCION;;
BOCALLAVE GATO GUERRERO;CERRAJERIA Y SEGURIDAD;;
BOLSA DE ESTOPA FINA 200GM ROJA;PINTURAS Y DISOLVENTES;;
BOLSA DE ESTOPA FINA 100G NEGRA;PINTURAS Y DISOLVENTES;;
BOLSA NEGRA N 22 PAQUETE;HOGAR Y COCINA;;
BOLSA NEGRA N 22 UNIDAD;HOGAR Y COCINA;;
BOLSA NEGRA N 28 UNIDAD;HOGAR Y COCINA;;
BOLSA NEGRA N 32 UNIDAD;HOGAR Y COCINA;;
BOMBA MANUAL PARA INFLAR 80 PSI PRETUL;HERRAMIENTA MANUAL;;
BOMBILLO 100W RISE;ELECTRICOS;;
BOMBILLO 150W SYLVANIA;ELECTRICOS;;
BOMBILLO CANDELABRO;ELECTRICOS;;
BOMBILLO VELA E27;ELECTRICOS;;
BOMBILLO CANDELABRO TRANSPARENTE;ELECTRICOS;;
BOMBILLO VEHICULO 1 CONTACTO;ELECTRICOS;;
BOMBILLO VEHICULO 2 CONTACTO;ELECTRICOS;;
BOMBILLO GU10 5W MERCURY;ELECTRICOS;;
BOMBILLO LED 10.7 W KALLEY;ELECTRICOS;;
BOMBILLO LED 4W ILUMAX;ELECTRICOS;;
BOMBILLO LED 5W E27 LUZ BLANCA MERCURY;ELECTRICOS;;
BOMBILLO LED 8.5 W KALLEY;ELECTRICOS;;
BOMBILLO LED 50W ZAFIRO;ELECTRICOS;;
BOMBILLO LED 30W ZAFIRO;ELECTRICOS;;
BOMBILLO 9W LED CON SENSOR MERCURY;ELECTRICOS;;
BOMBILLO LED PERFUME NEVERA 3W MERCURY;ELECTRICOS;;
BOMBILLO LED PROYECTOS;ELECTRICOS;;
BOMBILLO LINTERNA;ELECTRICOS;;
BOMBILLO MULTIUSO 25 W 40;ELECTRICOS;;
BOMBILLO PIMPON COLORES;DOTACION INDUSTRIAL;;
BOMBILLO VELA E14;ELECTRICOS;;
BOQUILLA BEIGE 2K MAXI;CONSTRUCCION;;
BOQUILLA BLANCA CONCOLOR 2K CORONA;CONSTRUCCION;;
BOQUILLA NEGRA 2K MAXI;CONSTRUCCION;;
BOQUILLA PARA MANGUERA PLASTICA PRETUL;GRIFERIA;;
BOQUILLA PISTOLA CHORRO;PARTES Y REPUESTOS;;
BOQUILLA PISTOLA PUNTO;PARTES Y REPUESTOS;;
BOQUILLA CAOBA 2K MAXI;CONSTRUCCION;;
BOQUILLERA 3x1 ALUMINIO 1M;PERFILES Y WINES;;
BOQUILLERA 3x1 ALUMINIO TIRA 6MT;PERFILES Y WINES;;
BORNERA PARA BREAKERS TACOS 2;CONSTRUCCION;;
BORNERA PARA BREAKERS TACOS 3;LUBRICANTES;;
BORNES DE PLOMO PARA BATERIA 2 PIEZAS TRUPER;HERRAMIENTA ELECTRICA;;
BORNES PARA BATERIA PAR 12V 6E UYUSTOOLS;ELECTRICOS;;
BOTON MADERA NATUTAL MIEL CAOBA Y NEGRO LISO;HERRAJES Y SOPORTES;;
BOTON METALICO BICELADO GRANDE;HERRAJES Y SOPORTES;;
BREAKER TACO DE RIEL 1 X 40 EXTERIOR;ELECTRICOS;;
BREAKER TACO PLUG 40 A EXE;ELECTRICOS;;
"BRIDA FLEXIBLE 3"" CORTA SANITARIO";GRIFERIA;;
BRILLA METAL GRANDE FOXTER;LUBRICANTES;;
BRILLA METAL PEQUEÃ¯Â¿Â½O FOXTER;LUBRICANTES;;
BROCA ACERO HSS 1/16 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 1/2 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 1/4 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 1/8 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 11/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 11/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 13/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 13/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 15/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 19/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 21/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 3/16 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 3/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 3/8 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 5/16 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 5/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 5/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 7/16 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 7/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 7/64 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
BROCA ACERO HSS 9/32 INCOLMA;ABRASIVOS Y CONSUMIBLES;;
"BROCA CONCRETO 1/2 X 12"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA CONCRETO 1/4 X 12"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA CONCRETO 1/4 X 4"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA CONCRETO 3/16 X 4"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA CONCRETO 3/8 x 5"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA CONCRETO 5/16 X 12"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA CONCRETO 5/16 X 4"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA CONCRETO SDS RANURADA 1/2 X 6"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA CONCRETO SDS RANURADA 1/4 X 6"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA CONCRETO SDS RANURADA 3/8 X 6"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA CONCRETO SDS RANURADA 3/8"" X 12"" TRUPER";TUBERIAS Y ACCESORIOS;;
"BROCA CONCRETO SDS RANURADA 5/16 X 6"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA ESPADA PARA MADERA 1"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA ESPADA PARA MADERA 1/2"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA ESPADA PARA MADERA 3/4"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA ESPADA PARA MADERA 3/8"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
BROCA HSS 1/16 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
BROCA HSS 1/2 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
BROCA HSS 1/8 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
BROCA HSS 11/64 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
BROCA HSS 3/32 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
BROCA HSS 3/8 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
BROCA HSS 5/16 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
BROCA HSS 5/32 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
BROCA HSS 5/64 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
BROCA HSS 7/16 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
BROCA HSS 7/64 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
BROCA HSS 9/64 MP TOOLS;ABRASIVOS Y CONSUMIBLES;;
"BROCA HSS ACERO RAPIDO 1/4"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA HSS ACERO RAPIDO 1/8"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA HSS ACERO RAPIDO 13/64"" TUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA HSS ACERO RAPIDO 5/8"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA HSS ACERO RAPIDO 9/16"" TRUPER";ABRASIVOS Y CONSUMIBLES;;
"BROCA MURO 1/2"" DIAGER";ABRASIVOS Y CONSUMIBLES;;
"BROCA MURO 1/2"" MAKITA";ABRASIVOS Y CONSUMIBLES;;
"BROCA MURO 1/4"" DIAGER";ABRASIVOS Y CONSUMIBLES;;
"BROCA MURO 3/16"" DIAGER";ABRASIVOS Y CONSUMIBLES;;
"BROCA MURO 3/8"" DIAGER";ABRASIVOS Y CONSUMIBLES;;
"BROCA MURO 5/16"" DIAGER";ABRASIVOS Y CONSUMIBLES;;
"BROCA PARA ROUTER TOOLCRAFT D 7/8"" X L 3/4""";ABRASIVOS Y CONSUMIBLES;;
"BROCHA CERDA SINTETICA 1"" PINTE";PINTURAS Y DISOLVENTES;;
"BROCHA CERDA SINTETICA 1/2"" PINTE";PINTURAS Y DISOLVENTES;;
"BROCHA CERDA SINTETICA 11/2"" PINTE";PINTURAS Y DISOLVENTES;;
"BROCHA CERDA SINTETICA 2"" PINTE";PINTURAS Y DISOLVENTES;;
"BROCHA CERDA SINTETICA 21/2"" PINTE";PINTURAS Y DISOLVENTES;;
"BROCHA CERDA SINTETICA 3"" PINTE";PINTURAS Y DISOLVENTES;;
"BROCHA MANGO MADERA 2"" PRETUL";PINTURAS Y DISOLVENTES;;
"BROCHA MANGO MADERA 3"" PRETUL";PINTURAS Y DISOLVENTES;;
"BROCHA MANGO MADERA 4"" PRETUL";PINTURAS Y DISOLVENTES;;
"BROCHA MANGO PLASTICO 1"" TRUPER";PINTURAS Y DISOLVENTES;;
"BROCHA MANGO PLASTICO 1/2"" TRUPER";PINTURAS Y DISOLVENTES;;
"BROCHA MANGO PLASTICO 11/2"" TRUPER";PINTURAS Y DISOLVENTES;;
"BROCHA MANGO PLASTICO 2"" TRUPER";PINTURAS Y DISOLVENTES;;
"BROCHA MANGO PLASTICO 21/2"" TRUPER";PINTURAS Y DISOLVENTES;;
"BROCHA MANGO PLASTICO 3"" TRUPER";PINTURAS Y DISOLVENTES;;
"BROCHA POPULAR BLANCA 1"" GOYA";PINTURAS Y DISOLVENTES;;
"BROCHA POPULAR BLANCA 1/2"" GOYA";PINTURAS Y DISOLVENTES;;
"BROCHA POPULAR BLANCA 2 1/2"" GOYA";PINTURAS Y DISOLVENTES;;
"BROCHA POPULAR BLANCA 4"" GOYA";PINTURAS Y DISOLVENTES;;
"BROCHA POPULAR BLANCA 5"" GOYA";PINTURAS Y DISOLVENTES;;
"BROCHA POPULAR BLANCA 6"" GOYA";PINTURAS Y DISOLVENTES;;
"BROCHA PROFESIONAL PLASTICO 5"" PINTUCO";PINTURAS Y DISOLVENTES;;
BUSHING GALVANIZADO 1/2 X 3/8;TUBERIAS Y ACCESORIOS;;
BUSHING BRONCE 1/2 X 3/8;PARTES Y REPUESTOS;;
BUSHING BRONCE 3/8 X 1/4;PARTES Y REPUESTOS;;
BUSHING GALVANIZADO 3/4 X 1/2;TUBERIAS Y ACCESORIOS;;
"BUJE ADAP CAUCHO 11/2"" A SIFON LAVAMANOS";TUBERIAS Y ACCESORIOS;;
"BUJE ADAP CAUCHO 11/2"" A SIFON LAVAPLATOS";TUBERIAS Y ACCESORIOS;;
"BUJE ADAP CAUCHO 11/4"" A SIFON LAVAMANOS";TUBERIAS Y ACCESORIOS;;
"BUJE ADAP CAUCHO 11/4"" A SIFON LAVAPLATOS";TUBERIAS Y ACCESORIOS;;
"BUJE ADAP CAUCHO 2"" A SIFON LAVAMANOS";TUBERIAS Y ACCESORIOS;;
"BUJE ADAP CAUCHO 2"" A SIFON LAVAPLATOS";TUBERIAS Y ACCESORIOS;;
"BUJE SANITARIO 2X11/2""";TUBERIAS Y ACCESORIOS;;
"BUJE SANITARIO 3X11/2""";TUBERIAS Y ACCESORIOS;;
"BUJE SANITARIO 3X2""";TUBERIAS Y ACCESORIOS;;
"BUJE SANITARIO 4X2""";TUBERIAS Y ACCESORIOS;;
"BUJE SANITARIO 4X3""";TUBERIAS Y ACCESORIOS;;
"BUJE PVC SOLDADO 11/2X 11/4""";TUBERIAS Y ACCESORIOS;;
"BUJE PVC SOLDADO  11/2X 3/4""";TUBERIAS Y ACCESORIOS;;
"BUJE PVC SOLDADO 11/4X3/4""";TUBERIAS Y ACCESORIOS;;
"BUJE PVC SOLDADO  1X1/2""";TUBERIAS Y ACCESORIOS;;
"BUJE PVC SOLDADO  1X3/4""";TUBERIAS Y ACCESORIOS;;
"BUJE PVC SOLDADO  2X1""";TUBERIAS Y ACCESORIOS;;
"BUJE PVC SOLDADO  2X11/2""";TUBERIAS Y ACCESORIOS;;
"BUJE PVC SOLDADO  2X11/4""";TUBERIAS Y ACCESORIOS;;
"BUJE PVC SOLDADO  3/4X1/2""";TUBERIAS Y ACCESORIOS;;
CABEZA TELEDUCHA CROMADA BOCHERINI;GRIFERIA;;
CABLE 1X1 1.5mt;ELECTRICOS;;
CABLE 2X1  1.5mt;ELECTRICOS;;
CABLE 2X2 1.5mt;ELECTRICOS;;
CABLE 2X2 fino USA 1.5mt;ELECTRICOS;;
CABLE 3X1 1.5mt;ELECTRICOS;;
CABLE 3X3  1.5mt;ELECTRICOS;;
CABLE 3X3  3mt;ELECTRICOS;;
CABLE ANTENA COAXIAL BLANCO;ELECTRICOS;;
CABLE ANTENA COAXIAL NEGRO;ELECTRICOS;;
CABLE DE PODER TREBOL;ELECTRICOS;;
CABLE DE PODER FINO;ELECTRICOS;;
CABLE DUPLEX  2X10 CABLEXCOL 1MT;ELECTRICOS;;
CABLE DUPLEX 2X12 CABLEXCOL 1MT;ELECTRICOS;;
CABLE DUPLEX 2X14 CABLEXCOL 1MT;ELECTRICOS;;
CABLE DUPLEX 2X16 CABLEXCOL 1MT;ELECTRICOS;;
CABLE DUPLEX 2X8 CABLEXCOL 1MT;ELECTRICOS;;
CABLE ENCAUCHETADO 2X12;ELECTRICOS;;
CABLE ENCAUCHETADO 2X14;ELECTRICOS;;
CABLE ENCAUCHETADO 3X12;ELECTRICOS;;
CABLE GRABADORA ECO;ELECTRICOS;;
CABLE GRABADORA FINO;ELECTRICOS;;
CABLE HDMI 1.5MT;ELECTRICOS;;
CABLE HDMI 3MT;ELECTRICOS;;
CABLE HDMI 5MT;ELECTRICOS;;
CABLE N6 VERDE 8 HILOS;ELECTRICOS;;
CABLE POLARIZADO 2X18 CONCABLES 1MT;ELECTRICOS;;
CABLE POLARIZADO 2X22 CONCABLES 1MT;ELECTRICOS;;
CABLE TELEFONICO 2 PARES 1MT;ELECTRICOS;;
CABLE TIMBRE 1MT;ELECTRICOS;;
CABLE UTP RED CATEGORIA 5E;ELECTRICOS;;
CABLE VEHICULO NEGRO N 14;ELECTRICOS;;
CABLES PARA INICIAR 3 MT 8 AWG TRUPER;ELECTRICOS;;
CABLES PARA INICIAR 3.5 MT 6 AWG TRUPER;ELECTRICOS;;
CABLES PARA INICIAR PRETUL;ELECTRICOS;;
CABO PALA;HERRAMIENTA MANUAL;;
CABO PIKA;HERRAMIENTA MANUAL;;
